=== DATASHEET FILL (DRY RUN — no DB writes) ===
Products with missing datasheet: 499
Mapped to a specific range brochure: 280
Mapped to B2B all-products fallback: 219

By brochure:
   219  B2B All-Products (fallback)
    60  Switches
    49  LED Lighting
    37  LT Cable
    30  Communication & Data Cable
    30  House Wires
    25  HT Cable (MV)
    12  Fans
     9  Dowells
     7  Professional Lighting
     7  Switchgear
     5  Solar Range
     4  Rubber Cable
     1  EHV Cable
     1  Instrumentation Cable
     1  Fire Survival Cable
     1  Solar DC Cable
     1  Green Wire

LT Cable	industries/cables-by-application/it-industry/polycab-lv-is-7098-i-mc-15-2xy	https://cms.polycab.com/media/kb1l12kq/lt-catalogue-ord_17720_v2.pdf
B2B All-Products (fallback)	industries/cables-by-application/water-treatment-and-waste-disposal	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-standards/ansiicea-s-93-639	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-standards/ansinema-wc-74icea-s-93-639	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-standards/ansiscte-74	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-standards/as-nzs-5000	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
Switches	switches-accessories/levana/night-lamp	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
House Wires	industries/cables-by-application/metal-industry/polycab-hffr-04xzz-k04xzxz-k-mc-1100v-ac-is-17048	https://cms.polycab.com/media/q33mxdlf/house-wires-catalogue-with-suprema-march-25.pdf
Switches	switches-accessories/levana/valencia	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-standards/asnzs-14291	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
